,SessionID,UsrID,Cell,School,Channel,PackageConsulted,Focus,ConsultedPKG_Price,Discount_x,Date_Consulted,City,ProductSold,Sold,Discount_y,PriceSold,Consent
9800,BBD70CED68F4,9.18351E+11,No,UTDT,Scan Code,Introductory Lectures Only,DAT,120,0,2019-03-26,Toronto,,No,,,
9801,C605F1B87F0B,6.32725E+11,Yes,YU,Scan Code,Project Practise Only,DAT,120,0,2019-02-17,North York,,No,,,
9802,AC46F86D7D01,7.04751E+11,Yes,UTMISS,Scan Code,Introductory Lectures Only,FIN,120,0,2019-01-28,Mississauga,,No,,,
9803,F6D78E84102B,2.52479E+11,No,UTMISS,Scan Code,Documents and Projects Only,DAT,300,0,2019-02-27,Mississauga,,No,,,
9804,4A1B44512ADF,16002716038,Yes,MU,Social Media,Project Practise Only,FIN,120,0,2019-01-03,Montreal,,No,,,
9805,0A721E1240FA,8.9256E+11,Yes,UTSCAR,Social Media,Full Package,FIN,350,0,2019-01-16,Scarborough,,No,,,
9806,A74BC15DB27D,7.37481E+11,No,YU,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-15,North York,,No,,,
9807,473AD36A2F58,6.07144E+11,Yes,UTMISS,Warm Market(Speical),Introductory Lectures Only,FIN,120,0,2019-08-03,,,No,,,
9808,FE990315C390,21765209554,Yes,UW,Social Media,Documents and Projects Only,DAT,300,0,2019-01-29,Waterloo,,No,,,
9809,FFE3F73E3942,8.06616E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-01-01,Toronto,,No,,,
9810,E20A60CD5148,2.13621E+11,Yes,UTDT,Social Media,Project Practise Only,BOTH,120,1,2019-03-09,Toronto,,No,,,
9811,5DDBC996D006,2.73151E+11,No,MU,Social Media,Introductory Lectures Only,FIN,120,0,2019-07-02,,,No,,,
9812,DE581E1A7E30,3.82387E+11,Yes,YU,Social Media,Project Practise Only,DAT,120,0,2019-01-19,North York,,No,,,
9813,18312F00099C,1.84162E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-01-01,Toronto,,No,,,
9814,29929AC45DC6,5.35747E+11,No,UTSCAR,Scan Code,Project Practise Only,FIN,120,0,2019-03-22,Toronto,Project Practise Only,Yes,1,120,1
9815,0675C746991D,4.69684E+11,No,MU,Warm Market(Speical),Project Practise Only,DAT,120,0,2019-02-16,Hamilton,,No,,,
9816,29FF9EED4C8C,51853426876,No,UTSCAR,Social Media,Project Practise Only,BOTH,120,0,2019-03-13,Toronto,,No,,,
9817,E674DE18F30A,63548560140,Yes,YU,Social Media,Project Practise Only,FIN,120,1,2019-03-15,North York,,No,,,
9818,2B8CEC702E05,7.21909E+11,No,YU,Social Media,Project Practise Only,BOTH,120,0,2019-02-09,North York,,No,,,
9819,6F5F64B843DF,8.48273E+11,No,UW,Social Media,Introductory Lectures Only,FIN,120,0,2019-03-07,Toronto,,No,,,
9820,7608244A59D9,5.13143E+11,Yes,MU,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-01-22,Hamilton,,No,,,
9821,83D14CD2EF4C,2.72751E+11,No,YU,Social Media,Full Package,DAT,350,0,2019-03-22,North York,,No,,,
9822,0BFD69C35CDF,6.14404E+11,No,MU,Web/Articles,Documents and Projects Only,BOTH,300,0,2019-02-16,Montreal,,No,,,
9823,B4A48B7EA510,8.12026E+11,No,UTDT,Social Media,Introductory Lectures Only,FIN,120,1,2019-08-01,,,No,,,
9824,1E43533A4F31,5.34612E+11,Yes,UTMISS,Social Media,Full Package,DAT,350,0,2019-02-01,Mississauga,,No,,,
9825,F32C128C0829,7.43302E+11,Yes,MU,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-02-22,Hamilton,,No,,,
9826,F2F318A8C1DB,6.94534E+11,Yes,UTDT,Scan Code,Introductory Lectures Only,DAT,120,1,2019-01-26,Toronto,,No,,,
9827,AC9DF51707C3,6.66252E+11,No,UTDT,Scan Code,Introductory Lectures Only,FIN,120,0,2019-01-02,Toronto,,No,,,
9828,1FF80385DA5D,5.19472E+11,No,UW,Social Media,Introductory Lectures Only,DAT,120,0,2019-02-16,Waterloo,,No,,,
9829,E0FA73C7C0F6,7.02183E+11,Yes,UW,Friends Referral,Project Practise Only,BOTH,120,0,2019-02-08,Waterloo,,No,,,
9830,230734A934AC,8.79341E+11,No,UTDT,Social Media,Project Practise Only,BOTH,120,0,2019-07-01,Toronto,,No,,,
9831,73243875656C,4.20402E+11,No,MU,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-18,Montreal,,No,,,
9832,2C62EF604409,2.45996E+11,No,MU,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-25,,,No,,,
9833,32F0468A2369,2.4252E+11,No,UTSCAR,Web/Articles,Project Practise Only,DAT,120,1,2019-02-02,Scarborough,,No,,,
9834,6E9D7332D50C,4.91234E+11,Yes,YU,Social Media,Full Package,BOTH,350,0,2019-07-01,North York,,No,,,
9835,BC6E5111F4E7,6.84685E+11,Yes,UTDT,Social Media,Full Package,FIN,350,0,2019-02-15,Toronto,,No,,,
9836,0DC780C5F8C0,38199173512,Yes,UTDT,Marketing Sessions,Project Practise Only,FIN,120,0,2019-01-28,Toronto,,No,,,
9837,4B8F13C5B689,8.42704E+11,Yes,YU,Social Media,Full Package,DAT,350,0,2019-03-10,North York,,No,,,
9838,20E464BAE86D,1.19345E+11,No,MU,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-06-02,Toronto,,No,,,
9839,657E8B35EAA8,3.05537E+11,No,UW,Scan Code,Documents and Projects Only,BOTH,300,0,2019-01-27,Waterloo,,No,,,
9840,8F4F167E2E46,1.18754E+11,Yes,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-01-30,Toronto,,No,,,
9841,75E1661D244B,1.86477E+11,No,UTMISS,Scan Code,Documents and Projects Only,FIN,300,0,2019-02-10,Mississauga,,No,,,
9842,5E6B6454E744,9.00713E+11,No,UTDT,Web/Articles,Introductory Lectures Only,FIN,120,1,2019-03-23,Toronto,,No,,,
9843,A8A6DC168765,2.27552E+11,No,UW,Friends Referral,Documents and Projects Only,BOTH,300,0,2019-03-11,Waterloo,,No,,,
9844,B62284B3A68F,9.76633E+11,No,UTSCAR,Warm Market(Speical),Documents and Projects Only,BOTH,300,0,2019-02-22,Toronto,,No,,,
9845,B0514F0F54CD,5.44836E+11,No,UW,Marketing Sessions,Introductory Lectures Only,FIN,120,0,2019-01-17,Toronto,,No,,,
9846,D153986D47C1,1.8867E+11,No,UTSCAR,Warm Market(Speical),Introductory Lectures Only,BOTH,120,0,2019-02-04,Scarborough,Introductory Lectures Only,Yes,1,120,1
9847,5BBA5B743C8B,7.18575E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-03-09,Toronto,,No,,,
9848,C8F78756DA33,41225499534,No,UTDT,Scan Code,Project Practise Only,DAT,120,0,2019-03-14,Toronto,,No,,,
9849,B419461EB48B,8.82158E+11,No,UW,Scan Code,Introductory Lectures Only,FIN,120,0,2019-03-20,Waterloo,,No,,,
9850,CA0E4A27F8C1,5.34344E+11,Yes,UTDT,Scan Code,Introductory Lectures Only,BOTH,120,1,2019-03-28,Toronto,,No,,,
9851,E417C22D6E61,6.17481E+11,Yes,UTSCAR,Social Media,Project Practise Only,FIN,120,0,2019-03-11,Toronto,,No,,,
9852,30A5D3CDE15A,9.44625E+11,Yes,UTSCAR,Social Media,Project Practise Only,FIN,120,0,2019-03-03,Toronto,,No,,,
9853,1A70E0143C05,3.37189E+11,No,UW,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-02-11,Waterloo,,No,,,
9854,05C7D9ACF98B,7.0404E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-03-13,Toronto,,No,,,
9855,3D8F2E4AC39F,3.75952E+11,No,UTSCAR,Social Media,Project Practise Only,FIN,120,0,2019-02-22,Toronto,,No,,,
9856,ADD05DC769B2,5.78375E+11,Yes,UW,Social Media,Documents and Projects Only,FIN,300,0,2019-02-18,Waterloo,Documents and Projects Only,Yes,1,300,1
9857,9453F672C544,8.04944E+11,No,UW,Web/Articles,Full Package,BOTH,350,0,2019-04-01,Waterloo,Full Package,Yes,1,350,1
9858,558922FD8287,9.24251E+11,No,UTSCAR,Social Media,Introductory Lectures Only,FIN,120,0,2019-01-20,Scarborough,,No,,,
9859,633C558395DD,6.10773E+11,No,UTMISS,Scan Code,Introductory Lectures Only,FIN,120,0,2019-08-01,,,No,,,
9860,0C25B7BDBA60,4.93791E+11,Yes,UTSCAR,Scan Code,Full Package,DAT,350,0,2019-02-16,Scarborough,,No,,,
9861,C6DC6F56CC23,3.41878E+11,Yes,UTDT,Social Media,Project Practise Only,DAT,120,0,2019-03-22,Toronto,Project Practise Only,Yes,1,120,1
9862,3020160504DD,2.09098E+11,No,UW,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-24,Toronto,,No,,,
9863,8D7DC0CE5421,9.38471E+11,No,UTMISS,Social Media,Documents and Projects Only,DAT,300,0,2019-01-01,Mississauga,Project Practise Only,Yes,1,120,1
9864,C0F4E9D2C459,3.7906E+11,Yes,UTSCAR,Social Media,Introductory Lectures Only,FIN,120,1,2019-04-01,Toronto,Introductory Lectures Only,Yes,0.9,108,1
9865,F0540005E54D,7.61335E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-03-14,Toronto,,No,,,
9866,717D8ABB38A8,4.5326E+11,No,UW,Social Media,Project Practise Only,DAT,120,0,2019-06-02,Waterloo,,No,,,
9867,B09C5CDBE41E,3.71354E+11,Yes,UTDT,Scan Code,Documents and Projects Only,DAT,300,0,2019-03-16,Toronto,,No,,,
9868,2FDD8722DE5C,162464260,No,UTDT,Scan Code,Documents and Projects Only,DAT,300,1,2019-03-23,Toronto,,No,,,
9869,E1F8DA3FD9E6,5.88198E+11,No,UTSCAR,Scan Code,Full Package,FIN,350,0,2019-02-20,Scarborough,,No,,,
9870,F5FAC59A35D1,8.47331E+11,Yes,UTMISS,Scan Code,Full Package,FIN,350,0,2019-02-23,Mississauga,Project Practise Only,Yes,1,120,1
9871,89F7417671D2,1.60654E+11,No,UW,Web/Articles,Introductory Lectures Only,FIN,120,0,2019-03-20,Waterloo,,No,,,
9872,D06773266C1B,1.74567E+11,No,UTDT,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-19,Toronto,,No,,,
9873,179F228F78BF,1.12826E+11,No,MU,Social Media,Project Practise Only,DAT,120,0,2019-01-24,Toronto,,No,,,
9874,B91C3A2F07E6,7.58738E+11,Yes,UTSCAR,Social Media,Project Practise Only,BOTH,120,0,2019-02-25,Toronto,,No,,,
9875,F26D7EA63D43,3.78643E+11,Yes,UTSCAR,Social Media,Introductory Lectures Only,BOTH,120,0,2019-07-01,Scarborough,,No,,,
9876,F805311CD6E7,2.71456E+11,No,UTSCAR,Social Media,Full Package,BOTH,350,0,2019-03-28,Toronto,,No,,,
9877,E199792FCAF0,1.78669E+11,No,UW,Web/Articles,Project Practise Only,DAT,120,0,2019-07-02,Waterloo,,No,,,
9878,CC49AF9A7A76,7.12165E+11,No,UTMISS,Social Media,Documents and Projects Only,FIN,300,1,2019-03-03,Mississauga,,No,,,
9879,2CE4BF3702D0,41002210333,No,MU,Scan Code,Full Package,BOTH,350,0,2019-07-01,Montreal,,No,,,
9880,3F6A00F15B48,3.76714E+11,No,UW,Scan Code,Documents and Projects Only,DAT,300,0,2019-01-04,Waterloo,,No,,,
9881,F3CA244D2710,7.04713E+11,Yes,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-02-04,Toronto,,No,,,
9882,FCC7ED2577E0,59571151810,No,UTMISS,Marketing Sessions,Full Package,DAT,350,0,2019-02-01,,,No,,,
9883,8375FBE1C223,4.34776E+11,No,UTMISS,Social Media,Project Practise Only,FIN,120,0,2019-02-18,North York,Project Practise Only,Yes,1,120,1
9884,78032C9A6D17,9.72054E+11,No,UTDT,Scan Code,Full Package,BOTH,350,0,2019-03-26,Toronto,,No,,,
9885,0848CF5578D2,6.26718E+11,No,UTMISS,Social Media,Project Practise Only,BOTH,120,0,2019-01-31,Toronto,,No,,,
9886,2B1FC744F5CA,4.02452E+11,No,UTDT,Warm Market(Speical),Project Practise Only,DAT,120,0,2019-03-03,Toronto,,No,,,
9887,0393ED98A369,4.33433E+11,No,UTDT,Social Media,Introductory Lectures Only,FIN,120,0,2019-01-16,Toronto,,No,,,
9888,81E13A66DADB,89853309117,No,UTMISS,Friends Referral,Introductory Lectures Only,DAT,120,0,2019-03-23,Mississauga,,No,,,
9889,4E0A410F9537,5.40684E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-03-01,Toronto,,No,,,
9890,54CC4FBB28CD,9.5715E+11,No,YU,Scan Code,Full Package,FIN,350,0,2019-03-02,North York,,No,,,
9891,1CF077B396DA,9.78198E+11,Yes,UTMISS,Friends Referral,Project Practise Only,FIN,120,0,2019-03-14,,,No,,,
9892,B36807B1C8EC,4.3945E+11,No,UTDT,Social Media,Documents and Projects Only,FIN,300,0,2019-03-27,Toronto,,No,,,
9893,ECC4715D5488,3.56298E+11,No,UW,Scan Code,Full Package,BOTH,350,0,2019-01-30,Waterloo,,No,,,
9894,F07B22570912,3.45102E+11,No,UW,Social Media,Project Practise Only,FIN,120,1,2019-07-02,Toronto,,No,,,
9895,B26D9E5889D5,1.19277E+11,Yes,MU,Marketing Sessions,Full Package,BOTH,350,0,2019-02-07,Hamilton,,No,,,
9896,11C2D3C107E9,9.09551E+11,No,UTDT,Scan Code,Full Package,DAT,350,0,2019-06-02,Toronto,Introductory Lectures Only,Yes,1,120,1
9897,5DF055FAB02F,2.44465E+11,No,UTDT,Social Media,Project Practise Only,BOTH,120,1,2019-02-13,Toronto,,No,,,
9898,14F9184F4417,8.32961E+11,No,UTSCAR,Social Media,Introductory Lectures Only,BOTH,120,0,2019-06-03,Scarborough,,No,,,
9899,9F7B38457D59,9.23682E+11,No,UW,Social Media,Project Practise Only,FIN,120,0,2019-01-14,Toronto,,No,,,
9900,75AFE5C08265,9.70215E+11,Yes,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-01-03,Toronto,Project Practise Only,Yes,1,120,1
9901,116EECE4533A,5.02352E+11,No,UW,Warm Market(Speical),Introductory Lectures Only,BOTH,120,0,2019-01-02,Toronto,,No,,,
9902,9A89F0966AE0,8.12869E+11,No,YU,Social Media,Project Practise Only,FIN,120,0,2019-01-30,North York,,No,,,
9903,E246549A7B84,8.51759E+11,No,YU,Social Media,Project Practise Only,DAT,120,0,2019-08-02,North York,,No,,,
9904,A8764DFF5B91,9.36419E+11,Yes,UTDT,Social Media,Project Practise Only,DAT,120,0,2019-03-23,,,No,,,
9905,27BF45AAF64D,5.58728E+11,No,UTSCAR,Web/Articles,Full Package,FIN,350,0,2019-03-30,Scarborough,,No,,,
9906,89459640BDF6,8.12402E+11,Yes,UTDT,Scan Code,Full Package,FIN,350,0,2019-02-14,Toronto,,No,,,
9907,3510A6E406DD,4.62968E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-01-11,,,No,,,
9908,10B468040B5D,1.28637E+11,No,YU,Scan Code,Full Package,FIN,350,0,2019-01-20,North York,,No,,,
9909,808C00103E60,2.635E+11,No,YU,Scan Code,Introductory Lectures Only,FIN,120,1,2019-02-17,North York,,No,,,
9910,707AC431F42D,8.14267E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,BOTH,120,1,2019-03-17,Scarborough,,No,,,
9911,68728E5A6AC8,7.89393E+11,No,UW,Social Media,Introductory Lectures Only,BOTH,120,0,2019-01-10,Waterloo,Project Practise Only,Yes,1,120,1
9912,C2574990F980,6.58632E+11,Yes,UW,Scan Code,Project Practise Only,FIN,120,0,2019-01-12,Waterloo,,No,,,
9913,B6DA54284B1F,93924367228,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-02-27,Toronto,,No,,,
9914,504D8696B924,5.46166E+11,Yes,MU,Social Media,Introductory Lectures Only,DAT,120,0,2019-02-20,Montreal,,No,,,
9915,875284C40517,6.17739E+11,No,UW,Social Media,Full Package,FIN,350,0,2019-01-26,Waterloo,,No,,,
9916,7918C4A3330B,1.53749E+11,Yes,UTDT,Scan Code,Project Practise Only,FIN,120,1,2019-03-02,Toronto,,No,,,
9917,07324D340B99,7.65691E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,1,2019-02-24,Toronto,,No,,,
9918,6EDF7CCF6F02,7.21588E+11,No,UW,Scan Code,Project Practise Only,FIN,120,0,2019-03-30,Waterloo,Project Practise Only,Yes,1,120,1
9919,5FB71E132814,8.37567E+11,No,UTSCAR,Marketing Sessions,Full Package,FIN,350,0,2019-03-27,Toronto,,No,,,
9920,C9C6A61AA4C5,2.76248E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-07-02,Toronto,,No,,,
9921,1.59E+23,6.20985E+11,No,UW,Scan Code,Introductory Lectures Only,FIN,120,0,2019-03-17,Waterloo,,No,,,
9922,C3F4D0196C6C,35424402297,Yes,UTMISS,Web/Articles,Introductory Lectures Only,BOTH,120,0,2019-01-19,Mississauga,,No,,,
9923,E764575CE829,47526504261,Yes,UW,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-28,Toronto,,No,,,
9924,8CA14D50417E,5.75104E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-02-24,Toronto,,No,,,
9925,2D9CE1B6AD4E,2.00132E+11,No,UTMISS,Scan Code,Introductory Lectures Only,FIN,120,0,2019-06-02,Mississauga,,No,,,
9926,F5E47D8B9ED3,1.36448E+11,No,YU,Social Media,Project Practise Only,DAT,120,0,2019-03-16,North York,,No,,,
9927,46A1DD9F3AC5,1.64105E+11,Yes,UTMISS,Scan Code,Full Package,FIN,350,0,2019-02-19,,,No,,,
9928,B623FD005B87,4.82715E+11,Yes,UW,Marketing Sessions,Project Practise Only,FIN,120,0,2019-02-23,Toronto,,No,,,
9929,C593ECE71453,2.1928E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-02-20,,,No,,,
9930,79E32FE8055A,4.45815E+11,No,UTDT,Social Media,Introductory Lectures Only,FIN,120,0,2019-08-02,,,No,,,
9931,B84B5A8F8224,5.74465E+11,No,YU,Scan Code,Documents and Projects Only,DAT,300,0,2019-02-15,North York,,No,,,
9932,7680ABDF7352,55945730832,No,YU,Scan Code,Introductory Lectures Only,DAT,120,0,2019-03-25,North York,,No,,,
9933,0268B0AE3887,51470924254,No,YU,Scan Code,Project Practise Only,FIN,120,0,2019-03-19,North York,,No,,,
9934,0815B11200DE,3.93085E+11,No,UW,Friends Referral,Project Practise Only,DAT,120,0,2019-03-30,Waterloo,,No,,,
9935,9CEE35DC8C6F,8.99729E+11,No,UW,Scan Code,Project Practise Only,BOTH,120,0,2019-03-17,Toronto,,No,,,
9936,999C12031264,49070192839,Yes,YU,Social Media,Full Package,FIN,350,0,2019-02-03,North York,,No,,,
9937,C41790BAA609,94876513392,No,UTSCAR,Scan Code,Project Practise Only,FIN,120,0,2019-03-25,Toronto,,No,,,
9938,1C154CA93244,7.57154E+11,No,UTMISS,Scan Code,Full Package,FIN,350,0,2019-01-26,Toronto,,No,,,
9939,E73F4CCFD4BA,8.08033E+11,No,UTDT,Social Media,Introductory Lectures Only,FIN,120,0,2019-02-02,Toronto,,No,,,
9940,CBB75F03CAA1,7.76644E+11,Yes,MU,Social Media,Documents and Projects Only,BOTH,300,1,2019-03-21,Hamilton,Introductory Lectures Only,Yes,0.9,108,1
9941,902DF962E5F1,8.69519E+11,Yes,UTDT,Social Media,Introductory Lectures Only,BOTH,120,0,2019-01-25,Toronto,,No,,,
9942,043F6433B441,3.30011E+11,No,UTDT,Marketing Sessions,Project Practise Only,FIN,120,0,2019-02-16,Toronto,,No,,,
9943,F9F29D4057B9,8.50258E+11,Yes,UTDT,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-22,Toronto,Introductory Lectures Only,Yes,1,120,1
9944,8B83A8978109,2.05994E+11,No,UTDT,Social Media,Introductory Lectures Only,BOTH,120,0,2019-07-01,Toronto,,No,,,
9945,23031D7192D9,2.19075E+11,No,UW,Scan Code,Documents and Projects Only,BOTH,300,1,2019-03-16,Waterloo,,No,,,
9946,C2D64BD51BCB,7.23147E+11,Yes,UTMISS,Scan Code,Introductory Lectures Only,FIN,120,1,2019-05-03,North York,,No,,,
9947,AD0B8788D9FD,2.80581E+11,No,MU,Warm Market(Speical),Introductory Lectures Only,DAT,120,0,2019-02-18,Toronto,Introductory Lectures Only,Yes,1,120,1
9948,365B32B764AC,6.81146E+11,No,MU,Marketing Sessions,Introductory Lectures Only,FIN,120,0,2019-02-22,,Introductory Lectures Only,Yes,1,120,1
9949,12E2DCA8874B,2.83385E+11,No,UW,Social Media,Project Practise Only,FIN,120,0,2019-03-09,Waterloo,,No,,,
9950,FBF121B4EC2A,1.21827E+11,Yes,UTDT,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-26,Toronto,,No,,,
9951,C5E132AAC6FA,5.90112E+11,No,UTDT,Warm Market(Speical),Introductory Lectures Only,FIN,120,1,2019-01-30,Toronto,Introductory Lectures Only,Yes,0.9,108,1
9952,3E2E76CCE500,3.39025E+11,Yes,UTDT,Social Media,Introductory Lectures Only,FIN,120,0,2019-07-02,Toronto,,No,,,
9953,D8AEE231305D,6.73199E+11,Yes,UW,Scan Code,Documents and Projects Only,DAT,300,0,2019-02-01,Waterloo,,No,,,
9954,DA0BD6434D23,5.80836E+11,Yes,UTSCAR,Warm Market(Speical),Introductory Lectures Only,FIN,120,0,2019-01-25,Toronto,Introductory Lectures Only,Yes,1,120,1
9955,9F03335AF4A0,5.95679E+11,No,UW,Scan Code,Full Package,FIN,350,0,2019-01-02,Waterloo,,No,,,
9956,F39B1383BB71,1.6515E+11,No,UTSCAR,Social Media,Project Practise Only,DAT,120,0,2019-01-18,Toronto,,No,,,
9957,04BCF5DFD81B,4.01119E+11,No,UTDT,Warm Market(Speical),Project Practise Only,DAT,120,0,2019-01-16,Toronto,,No,,,
9958,AD699BC2B6A7,5.11499E+11,No,UTDT,Social Media,Project Practise Only,DAT,120,0,2019-01-01,Toronto,,No,,,
9959,BC224A903FA9,7.69579E+11,No,UTSCAR,Web/Articles,Full Package,FIN,350,0,2019-03-10,Scarborough,,No,,,
9960,1085BED74AD7,11795890117,No,YU,Scan Code,Project Practise Only,BOTH,120,0,2019-03-18,North York,,No,,,
9961,F70BFFE8DF9E,8.67708E+11,No,UW,Social Media,Project Practise Only,BOTH,120,0,2019-03-11,Waterloo,,No,,,
9962,40488F0CF7C8,8.6917E+11,Yes,UTDT,Social Media,Project Practise Only,BOTH,120,0,2019-01-24,Toronto,,No,,,
9963,DF2407ED93CF,5.66776E+11,Yes,UW,Social Media,Introductory Lectures Only,DAT,120,0,2019-03-18,Waterloo,,No,,,
9964,A905D0DC3F3A,8.27623E+11,No,UTDT,Friends Referral,Documents and Projects Only,FIN,300,0,2019-05-03,Toronto,,No,,,
9965,29004963C1D6,4.69035E+11,No,UTSCAR,Marketing Sessions,Introductory Lectures Only,BOTH,120,0,2019-03-10,Toronto,,No,,,
9966,B542E72E550B,7.69334E+11,No,UTMISS,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-27,Toronto,,No,,,
9967,9446182993A1,4.1659E+11,Yes,YU,Scan Code,Project Practise Only,FIN,120,0,2019-01-12,North York,,No,,,
9968,5D5C75E81F33,9.0279E+11,No,MU,Warm Market(Speical),Introductory Lectures Only,FIN,120,0,2019-03-11,Montreal,Introductory Lectures Only,Yes,1,120,1
9969,95105CAD301D,7.53478E+11,No,UTDT,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-01-29,Toronto,Introductory Lectures Only,Yes,1,120,1
9970,452C995F6E59,6.52776E+11,Yes,UTDT,Scan Code,Introductory Lectures Only,DAT,120,0,2019-01-18,Toronto,,No,,,
9971,82494C78416F,4.20878E+11,Yes,MU,Scan Code,Documents and Projects Only,BOTH,300,0,2019-08-02,Montreal,,No,,,
9972,9F2002224240,4.988E+11,No,UTSCAR,Social Media,Project Practise Only,DAT,120,0,2019-01-29,Toronto,,No,,,
9973,43A5447EA1AD,9.96824E+11,No,UW,Social Media,Full Package,BOTH,350,0,2019-02-03,Waterloo,,No,,,
9974,EE906FBEACFB,1.2243E+11,No,UTDT,Friends Referral,Full Package,FIN,350,0,2019-03-03,,,No,,,
9975,553BE71C5BDC,2.39514E+11,No,UW,Warm Market(Speical),Documents and Projects Only,BOTH,300,0,2019-02-23,Waterloo,,No,,,
9976,4790D5F666E7,5.95271E+11,Yes,UW,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-14,Waterloo,,No,,,
9977,53969D1520A6,8.35343E+11,No,UTSCAR,Scan Code,Project Practise Only,FIN,120,0,2019-03-30,Toronto,,No,,,
9978,C8DBB805CFD3,4.18524E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-07-03,Toronto,,No,,,
9979,E2241210F0CC,1.93136E+11,No,UTSCAR,Scan Code,Full Package,FIN,350,0,2019-06-02,Scarborough,,No,,,
9980,28C2A6744C88,19389081993,No,UTSCAR,Marketing Sessions,Project Practise Only,BOTH,120,0,2019-02-20,Toronto,,No,,,
9981,4BDD6B464828,9.12738E+11,No,YU,Social Media,Introductory Lectures Only,DAT,120,0,2019-03-02,North York,,No,,,
9982,361B01997483,2.67333E+11,No,UTMISS,Scan Code,Project Practise Only,BOTH,120,1,2019-03-16,Mississauga,,No,,,
9983,6A681BD9CFC4,1.42887E+11,No,UTMISS,Scan Code,Introductory Lectures Only,DAT,120,0,2019-03-23,,Introductory Lectures Only,Yes,1,120,1
9984,74B3422817A1,8.12149E+11,No,UTMISS,Social Media,Full Package,FIN,350,0,2019-03-24,Mississauga,,No,,,
9985,295404E21E23,1.66939E+11,No,MU,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-01,Hamilton,,No,,,
9986,F21E6ABF23BC,7.01152E+11,Yes,YU,Warm Market(Speical),Project Practise Only,FIN,120,0,2019-01-28,North York,,No,,,
9987,79011FCCD831,2.11397E+11,Yes,UTDT,Social Media,Introductory Lectures Only,FIN,120,0,2019-01-18,Toronto,,No,,,
9988,77C24C5A44A2,5.50341E+11,No,YU,Social Media,Introductory Lectures Only,FIN,120,0,2019-02-01,North York,,No,,,
9989,E866819054AC,2.96647E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,DAT,120,0,2019-03-19,Scarborough,Introductory Lectures Only,Yes,1,120,1
9990,502E42CE38C7,3.6188E+11,No,MU,Scan Code,Introductory Lectures Only,FIN,120,0,2019-04-02,Montreal,,No,,,
9991,972D09C00919,5.65236E+11,No,UTSCAR,Social Media,Project Practise Only,DAT,120,1,2019-08-03,Toronto,Project Practise Only,Yes,0.9,108,1
9992,56A4B526B383,7.56497E+11,No,UW,Social Media,Project Practise Only,DAT,120,0,2019-02-22,Toronto,,No,,,
9993,44BB55BCB88E,3.31198E+11,No,UTMISS,Web/Articles,Documents and Projects Only,FIN,300,0,2019-03-31,Toronto,,No,,,
9994,704B0DC1210E,8.3217E+11,No,MU,Scan Code,Project Practise Only,DAT,120,1,2019-06-03,Hamilton,,No,,,
9995,EADCB89A9193,6.15597E+11,No,UTDT,Social Media,Project Practise Only,DAT,120,0,2019-01-24,Toronto,,No,,,
9996,7F198E5FC3D5,5.99807E+11,No,UW,Scan Code,Documents and Projects Only,FIN,300,1,2019-02-26,Waterloo,,No,,,
9997,D178B1CCA07D,1.64809E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-03-26,Toronto,,No,,,
9998,B2C5BC8981F7,8.64671E+11,No,UTDT,Warm Market(Speical),Project Practise Only,FIN,120,0,2019-02-18,Toronto,Project Practise Only,Yes,1,120,1
